author,commits,prs,comments,reviews,raw_score,score,tier,overall_rank,tier_rank,percentile
mtagle,0,12,2,0,124,100,active,471,137,94.46
BobDu,0,11,7,0,124,100,active,471,137,94.46
igorborgest,0,5,37,0,124,100,active,471,137,94.46
vijayasarathib,0,12,2,0,124,100,active,471,137,94.46
kgw7401,0,11,7,0,124,100,active,471,137,94.46
MrGeorgeOwl,0,7,27,0,124,100,active,471,137,94.46
rsg17,1,7,24,0,123,100,active,477,143,94.42
shubham22,0,0,61,0,122,100,observer,478,4,94.39
fdemiane,0,10,11,0,122,100,active,478,144,94.39
OscarLigthart,0,10,11,0,122,100,active,478,144,94.39
AlexisBRENON,0,10,11,0,122,100,active,478,144,94.39
Mikhail Dengin,24,0,0,0,120,100,core,482,328,94.32
Syed Hussain,24,0,0,0,120,100,core,482,328,94.32
thoralf-gutierrez,0,12,0,0,120,100,active,482,147,94.32
Bjorn Olsen,24,0,0,0,120,100,core,482,328,94.32
drewsonne,0,12,0,0,120,100,active,482,147,94.32
Andrew Godwin,24,0,0,0,120,100,core,482,328,94.32
hardeybisey,0,10,10,0,120,100,active,482,147,94.32
serkef,0,9,15,0,120,100,active,482,147,94.32
chirodip98,0,7,24,0,118,100,active,490,151,94.26
cjames23,0,4,39,0,118,100,contributor,490,5,94.26
iharsh02,0,7,24,0,118,100,active,490,151,94.26
nrnavaneet,0,11,3,0,116,100,active,493,153,94.24
Adrian Bridgett,23,0,0,0,115,100,core,494,332,94.2
Wei-Yu Chen,23,0,0,0,115,100,core,494,332,94.2
Mark Norman Francis,23,0,0,0,115,100,core,494,332,94.2
suiting-young,5,7,10,0,115,100,active,494,154,94.2
mans2singh,7,8,0,0,115,100,active,494,154,94.2
Bartłomiej Hirsz,23,0,0,0,115,100,core,494,332,94.2
Narendra-Neerukonda,4,9,2,0,114,100,active,500,156,94.11
ckljohn,0,11,2,0,114,100,active,500,156,94.11
poorvirohidekar,0,9,12,0,114,100,active,500,156,94.11
Brooke-white,0,1,52,0,114,100,contributor,500,6,94.11
dwreeves,0,8,17,0,114,100,active,500,156,94.11
jlaneve,0,10,7,0,114,100,active,500,156,94.11
natanweinberger,4,4,27,0,114,100,active,500,156,94.11
jrderuiter,0,10,7,0,114,100,active,500,156,94.11
joaopamaral,0,9,12,0,114,100,active,500,156,94.11
codecae,7,7,4,0,113,100,active,509,164,94.04
j-y-matsubara,3,5,24,0,113,100,active,509,164,94.04
fhoda,0,10,6,0,112,100,active,511,166,94.0
fpopic,0,10,6,0,112,100,active,511,166,94.0
KesharwaniArpita,0,10,6,0,112,100,active,511,166,94.0
rahul-madaan,0,7,21,0,112,100,active,511,166,94.0
itayB,0,10,6,0,112,100,active,511,166,94.0
okayhooni,0,10,4,1,111,100,active,516,171,93.96
nhuantho,5,7,8,0,111,100,active,516,171,93.96
oboki,5,6,13,0,111,100,active,516,171,93.96
normster,0,11,0,0,110,100,active,519,174,93.84
sarutak,0,6,25,0,110,100,active,519,174,93.84
Krishna Puttaswamy,22,0,0,0,110,100,core,519,336,93.84
Josix,22,0,0,0,110,100,core,519,336,93.84
bharathpalaksha,0,11,0,0,110,100,active,519,174,93.84
Lohith625,0,9,10,0,110,100,active,519,174,93.84
GUAN-HAO HUANG,22,0,0,0,110,100,core,519,336,93.84
Steve Ahn,22,0,0,0,110,100,core,519,336,93.84
Kunal Bhattacharya,22,0,0,0,110,100,core,519,336,93.84
ChenChen Lai,22,0,0,0,110,100,core,519,336,93.84
erdos2n,0,9,10,0,110,100,active,519,174,93.84
Ashish Patel,22,0,0,0,110,100,core,519,336,93.84
Jun,22,0,0,0,110,100,core,519,336,93.84
patricker,0,10,5,0,110,100,active,519,174,93.84
andscoop,0,11,0,0,110,100,active,519,174,93.84
mvfc,0,9,10,0,110,100,active,519,174,93.84
geraj1010,1,7,17,0,109,100,active,535,182,93.74
lucafuji,0,7,19,0,108,100,active,536,183,93.71
valentinDruzhinin,0,9,9,0,108,100,active,536,183,93.71
yunchipang,0,10,4,0,108,100,active,536,183,93.71
JulesTriomphe,6,7,4,0,108,100,active,536,183,93.71
suii2210,0,10,4,0,108,100,active,536,183,93.71
amichai07,2,4,28,0,106,100,active,541,188,93.67
mingshi-wang,0,6,23,0,106,100,active,541,188,93.67
Ajay9704,1,8,10,0,105,100,active,543,190,93.62
roitvt,1,3,35,0,105,100,contributor,543,7,93.62
ohadmata,1,8,10,0,105,100,active,543,190,93.62
haoliang7,1,10,0,0,105,100,active,543,190,93.62
Bora Berke Sahin,21,0,0,0,105,100,core,543,344,93.62
mateuslatrova,3,8,2,2,105,100,active,543,190,93.62
hsrocks,0,4,32,0,104,100,contributor,549,8,93.57
zacharya19,0,5,27,0,104,100,active,549,194,93.57
shreyaskj-0710,2,6,16,0,102,100,active,551,195,93.53
rajaths010494,0,7,16,0,102,100,active,551,195,93.53
KevYuen,0,10,1,0,102,100,active,551,195,93.53
V0lantis,0,9,6,0,102,100,active,551,195,93.53
sungwy,0,9,6,0,102,100,active,551,195,93.53
Mike Kerzhner,20,0,0,0,100,100,core,556,345,93.39
andyxhadji,0,10,0,0,100,100,active,556,200,93.39
Cooper Gillan,20,0,0,0,100,100,core,556,345,93.39
Ruben Laguna,20,0,0,0,100,100,core,556,345,93.39
Jorrick Sleijster,20,0,0,0,100,100,core,556,345,93.39
wileeam,0,10,0,0,100,100,active,556,200,93.39
William Pursell,20,0,0,0,100,100,core,556,345,93.39
underyx,0,10,0,0,100,100,active,556,200,93.39
stamixthereal,0,6,20,0,100,100,active,556,200,93.39
Guan-Ming (Wesley) Chiu,20,0,0,0,100,100,core,556,345,93.39
Lzzz666,0,10,0,0,100,100,active,556,200,93.39
caxefaizan,6,7,0,0,100,100,active,556,200,93.39
jaymasiwal,4,8,0,0,100,100,active,556,200,93.39
sarth-akvaish,0,9,5,0,100,100,active,556,200,93.39
allisonwang,0,10,0,0,100,100,active,556,200,93.39
PNL0,0,2,40,0,100,100,contributor,556,9,93.39
Alex Van Boxel,20,0,0,0,100,100,core,556,345,93.39
youngyjd,0,10,0,0,100,100,active,556,200,93.39
jmelot,0,5,25,0,100,100,active,556,200,93.39
boushphong,1,8,7,0,99,99,active,575,211,93.26
Eason09053360,1,9,2,0,99,99,active,575,211,93.26
arkadiuszbach,3,8,2,0,99,99,active,575,211,93.26
casra-developers,2,3,29,0,98,98,active,578,214,93.22
luoyuliuyin,4,6,9,0,98,98,active,578,214,93.22
johnhoran,0,6,19,0,98,98,active,578,214,93.22
Pyasma,0,7,14,0,98,98,active,578,214,93.22
potix2,0,4,29,0,98,98,contributor,578,10,93.22
nevcohen,1,1,41,0,97,97,contributor,583,11,93.18
mikaeld,0,7,13,0,96,96,active,584,218,93.12
Asquator,0,4,28,0,96,96,contributor,584,12,93.12
gitstart-airflow,0,9,3,0,96,96,active,584,218,93.12
merobi-hub,0,8,8,0,96,96,active,584,218,93.12
stijndehaes,0,7,13,0,96,96,active,584,218,93.12
dimon222,0,6,18,0,96,96,active,584,218,93.12
isaiahiruoha,0,8,8,0,96,96,active,584,218,93.12
obarisk,0,6,18,0,96,96,active,584,218,93.12
wolfdn,0,9,3,0,96,96,active,584,218,93.12
michalmisiewicz,0,7,13,0,96,96,active,584,218,93.12
Tamara Janina Fingerlin,19,0,0,0,95,95,active,594,227,93.01
Ace Haidrey,19,0,0,0,95,95,active,594,227,93.01
Steven Yvinec-Kruyk,19,0,0,0,95,95,active,594,227,93.01
SubhamSinghal,5,6,5,0,95,95,active,594,227,93.01
Nathan Hadfield,19,0,0,0,95,95,active,594,227,93.01
Collin McNulty,19,0,0,0,95,95,active,594,227,93.01
Li Xuanji,19,0,0,0,95,95,active,594,227,93.01
M. Olcay Tercanlı,19,0,0,0,95,95,active,594,227,93.01
Patrick Tardif,19,0,0,0,95,95,active,594,227,93.01
rkarish,0,8,7,0,94,94,active,603,236,92.92
haseebmalik18,0,9,2,0,94,94,active,603,236,92.92
flvndh,4,6,7,0,94,94,active,603,236,92.92
amarlearning,0,5,22,0,94,94,active,603,236,92.92
enchant3dmango,0,6,17,0,94,94,active,603,236,92.92
mrk-andreev,0,4,26,0,92,92,contributor,608,13,92.84
SasanAhmadi,0,6,16,0,92,92,active,608,241,92.84
david30907d,0,5,21,0,92,92,active,608,241,92.84
auvipy,0,8,6,0,92,92,active,608,241,92.84
Usiel,0,7,11,0,92,92,active,608,241,92.84
MatrixManAtYrService,2,8,1,0,92,92,active,608,241,92.84
AngryHelper,0,4,26,0,92,92,contributor,608,13,92.84
dungdm93,0,6,16,0,92,92,active,608,241,92.84
sidshas03,0,7,11,0,92,92,active,608,241,92.84
harishkesavarao,0,4,26,0,92,92,contributor,608,13,92.84
Dawnpool,5,5,8,0,91,91,active,618,248,92.77
kukigai,3,5,13,0,91,91,active,618,248,92.77
cclauss,2,8,0,0,90,90,active,620,250,92.64
vincentkoc,0,8,5,0,90,90,active,620,250,92.64
zstan,0,9,0,0,90,90,active,620,250,92.64
sid88in,0,9,0,0,90,90,active,620,250,92.64
tanujdargan,0,7,10,0,90,90,active,620,250,92.64
Philippe Gagnon,18,0,0,0,90,90,active,620,250,92.64
Omkar P,18,0,0,0,90,90,active,620,250,92.64
ese,0,9,0,0,90,90,active,620,250,92.64
pdebelak,0,9,0,0,90,90,active,620,250,92.64
DerekHeldtWerle,4,5,10,0,90,90,active,620,250,92.64
sprzedwojski,0,9,0,0,90,90,active,620,250,92.64
ratb3rt,0,8,5,0,90,90,active,620,250,92.64
Dominik,18,0,0,0,90,90,active,620,250,92.64
Peter van 't Hof,18,0,0,0,90,90,active,620,250,92.64
Robin Edwards,18,0,0,0,90,90,active,620,250,92.64
Qingping Hou,18,0,0,0,90,90,active,620,250,92.64
Svend Vanderveken,18,0,0,0,90,90,active,620,250,92.64
mdediana,0,7,10,0,90,90,active,620,250,92.64
George Leslie-Waksman,18,0,0,0,90,90,active,620,250,92.64
Lee2532,1,8,2,0,89,89,active,639,269,92.51
kalluripradeep,1,7,7,0,89,89,active,639,269,92.51
vanka56,1,6,12,0,89,89,active,639,269,92.51
mschickensoup,1,1,37,0,89,89,contributor,639,16,92.51
loucyx,0,1,39,0,88,88,contributor,643,17,92.46
theaadya,0,7,9,0,88,88,active,643,272,92.46
chiuinggum,0,7,9,0,88,88,active,643,272,92.46
millin,0,7,9,0,88,88,active,643,272,92.46
herlambang,4,6,4,0,88,88,active,643,272,92.46
peter-volkov,3,5,11,0,87,87,active,648,276,92.42
andreaspeters,0,1,38,0,86,86,contributor,649,18,92.36
ronaldorcampos,0,8,3,0,86,86,active,649,277,92.36
NBardelot,0,8,3,0,86,86,active,649,277,92.36
mahammi,0,7,8,0,86,86,active,649,277,92.36
yuseok89,4,6,3,0,86,86,active,649,277,92.36
albundy83,0,6,13,0,86,86,active,649,277,92.36
gmcrocetti,0,8,3,0,86,86,active,649,277,92.36
dima-asana,2,7,3,0,86,86,active,649,277,92.36
dannyl1u,0,8,3,0,86,86,active,649,277,92.36
Stefan Seelmann,17,0,0,0,85,85,active,658,285,92.26
Eugene,17,0,0,0,85,85,active,658,285,92.26
Andrew Stahlman,17,0,0,0,85,85,active,658,285,92.26
Jonathan Parks,17,0,0,0,85,85,active,658,285,92.26
Sneha Prabhu,17,0,0,0,85,85,active,658,285,92.26
Hank Ehly,17,0,0,0,85,85,active,658,285,92.26
sanjayp,17,0,0,0,85,85,active,658,285,92.26
wmorris75,3,7,0,0,85,85,active,658,285,92.26
samuelkhtu,3,4,15,0,85,85,active,658,285,92.26
bjankie1,0,7,7,0,84,84,active,667,294,92.15
vikrantkumar-max,2,7,2,0,84,84,active,667,294,92.15
renzepost,0,7,7,0,84,84,active,667,294,92.15
dimonchik-suvorov,0,7,7,0,84,84,active,667,294,92.15
melugoyal,0,6,12,0,84,84,active,667,294,92.15
SuccessMoses,0,7,7,0,84,84,active,667,294,92.15
paolaperaza,0,1,37,0,84,84,contributor,667,19,92.15
aviemzur,0,4,22,0,84,84,contributor,667,19,92.15
softyoungha,0,5,17,0,84,84,active,667,294,92.15
mandeepzemo,2,7,2,0,84,84,active,667,294,92.15
mgorsk1,3,5,9,0,83,83,active,677,302,92.08
rafalh,0,7,6,0,82,82,active,678,303,92.03
dossett,0,7,6,0,82,82,active,678,303,92.03
yehoshuadimarsky,0,7,6,0,82,82,active,678,303,92.03
alex-astronomer,0,5,16,0,82,82,active,678,303,92.03
swiftomkar,0,6,11,0,82,82,active,678,303,92.03
lzdanski,0,5,13,2,82,82,active,678,303,92.03
brouberol,0,8,1,0,82,82,active,678,303,92.03
pauldalewilliams,0,6,11,0,82,82,active,678,303,92.03
zkan,1,6,8,0,81,81,active,686,311,91.97
albertocalderari,1,6,8,0,81,81,active,686,311,91.97
vijaysbhat,0,8,0,0,80,80,active,688,313,91.79
rishkarajgi,0,2,30,0,80,80,contributor,688,21,91.79
kimminw00,0,8,0,0,80,80,active,688,313,91.79
whynick1,0,7,5,0,80,80,active,688,313,91.79
Edith Puclla,16,0,0,0,80,80,active,688,313,91.79
mis98zb,0,4,20,0,80,80,contributor,688,21,91.79
brandonwillard,0,7,5,0,80,80,active,688,313,91.79
mingrammer,0,8,0,0,80,80,active,688,313,91.79
scrambldchannel,0,8,0,0,80,80,active,688,313,91.79
Omair Khan,16,0,0,0,80,80,active,688,313,91.79
nritholtz,0,8,0,0,80,80,active,688,313,91.79
pavelhlushchanka,0,6,10,0,80,80,active,688,313,91.79
johnarnold,0,8,0,0,80,80,active,688,313,91.79
gsakkis,0,8,0,0,80,80,active,688,313,91.79
bryanyang0528,0,8,0,0,80,80,active,688,313,91.79
btallman,0,8,0,0,80,80,active,688,313,91.79
Abdur-rahmaanJ,0,7,5,0,80,80,active,688,313,91.79
yyhecust,0,6,10,0,80,80,active,688,313,91.79
stephen-bracken,2,5,10,0,80,80,active,688,313,91.79
alexandermalyga,0,6,10,0,80,80,active,688,313,91.79
Daniel Huang,16,0,0,0,80,80,active,688,313,91.79
vedantlodha,0,7,5,0,80,80,active,688,313,91.79
tquazi,0,5,15,0,80,80,active,688,313,91.79
match-gabeflores,0,8,0,0,80,80,active,688,313,91.79
Alan Ma,16,0,0,0,80,80,active,688,313,91.79
dominic-lcw,0,6,10,0,80,80,active,688,313,91.79
Wojciech Januszek,16,0,0,0,80,80,active,688,313,91.79
BrianLii,0,5,15,0,80,80,active,688,313,91.79
higrys,0,8,0,0,80,80,active,688,313,91.79
ReadytoRocc,0,5,14,0,78,78,active,717,340,91.56
leonsmith,0,7,4,0,78,78,active,717,340,91.56
zeotuan,4,5,4,0,78,78,active,717,340,91.56
subhash-0000,2,6,4,0,78,78,active,717,340,91.56
LeonZhao28,0,4,19,0,78,78,contributor,717,23,91.56
kesem0811,4,5,4,0,78,78,active,717,340,91.56
yermalov-here,0,7,4,0,78,78,active,717,340,91.56
notatallshaw,0,7,4,0,78,78,active,717,340,91.56
pragnareddye,0,4,19,0,78,78,contributor,717,23,91.56
hamedhsn,0,3,24,0,78,78,contributor,717,23,91.56
msoni1369,0,7,2,1,77,77,active,727,347,91.49
jithin-sukumar,0,6,8,0,76,76,active,728,348,91.44
shivanshs9,0,6,8,0,76,76,active,728,348,91.44
steveyz-astro,0,6,8,0,76,76,active,728,348,91.44
andyjianzhou,0,3,23,0,76,76,contributor,728,26,91.44
oyarushe,0,7,3,0,76,76,active,728,348,91.44
ying-w,0,6,8,0,76,76,active,728,348,91.44
shaikshakeel,0,4,18,0,76,76,contributor,728,26,91.44
AryanK1511,0,7,3,0,76,76,active,728,348,91.44
mai-nakagawa,0,4,18,0,76,76,contributor,728,26,91.44
Gary Hsu,15,0,0,0,75,75,active,737,354,91.27
vfoucault,3,6,0,0,75,75,active,737,354,91.27
Aaron Keys,15,0,0,0,75,75,active,737,354,91.27
Moira Tagle,15,0,0,0,75,75,active,737,354,91.27
andy-g14,3,6,0,0,75,75,active,737,354,91.27
withnale,1,7,0,0,75,75,active,737,354,91.27
Jason(Zhe-You) Liu,15,0,0,0,75,75,active,737,354,91.27
awelsh93,5,5,0,0,75,75,active,737,354,91.27
kapil-malik,1,7,0,0,75,75,active,737,354,91.27
Taylor D. Edmiston,15,0,0,0,75,75,active,737,354,91.27
Vincent Kling,15,0,0,0,75,75,active,737,354,91.27
Fred Thomsen,15,0,0,0,75,75,active,737,354,91.27
Satyasheel,15,0,0,0,75,75,active,737,354,91.27
Michael Petro,15,0,0,0,75,75,active,737,354,91.27
Maxim Martynov,15,0,0,0,75,75,active,737,354,91.27
Gabriel Machado,15,0,0,0,75,75,active,737,354,91.27
dilshadshaik3031,1,7,0,0,75,75,active,737,354,91.27
Joffrey Bienvenu,15,0,0,0,75,75,active,737,354,91.27
Edgar Rodriguez,15,0,0,0,75,75,active,737,354,91.27
jpyen,4,5,2,0,74,74,active,756,373,91.08
JPonte,0,5,12,0,74,74,active,756,373,91.08
GrumpyCat51,0,6,7,0,74,74,active,756,373,91.08
shaniyaclement,0,5,12,0,74,74,active,756,373,91.08
sean-rose,0,7,2,0,74,74,active,756,373,91.08
cjsekl,2,5,7,0,74,74,active,756,373,91.08
vsoch,0,3,22,0,74,74,contributor,756,29,91.08
davidcaron,0,7,2,0,74,74,active,756,373,91.08
sudeepgupta90,0,5,12,0,74,74,active,756,373,91.08
Anush008,0,3,10,8,74,74,contributor,756,29,91.08
chrishronek,0,4,17,0,74,74,contributor,756,29,91.08
marcusianlevine,0,7,2,0,74,74,active,756,373,91.08
dlamblin,0,3,19,2,74,74,contributor,756,29,91.08
ayush3singh,3,5,4,0,73,73,active,769,382,91.0
idantepper,0,6,6,0,72,72,active,770,383,90.96
kahlstrm,0,5,11,0,72,72,active,770,383,90.96
dferguson992,0,5,11,0,72,72,active,770,383,90.96
sharingan-no-kakashi,0,5,11,0,72,72,active,770,383,90.96
BShraman,0,6,6,0,72,72,active,770,383,90.96
aa3pankaj,0,6,6,0,72,72,active,770,383,90.96
Desdroid,4,5,1,0,72,72,active,770,383,90.96
MatthewRBruce,3,3,13,0,71,71,active,777,390,90.91
plypaul,0,7,0,0,70,70,active,778,391,90.73
Mario Taddeucci,14,0,0,0,70,70,active,778,391,90.73
humit,14,0,0,0,70,70,active,778,391,90.73
gschuurman,0,6,5,0,70,70,active,778,391,90.73
ronfung,0,7,0,0,70,70,active,778,391,90.73
dan-sf,4,5,0,0,70,70,active,778,391,90.73
punx120,2,4,10,0,70,70,active,778,391,90.73
hongbozeng,0,7,0,0,70,70,active,778,391,90.73
Shekhar Singh,14,0,0,0,70,70,active,778,391,90.73
kunalyogenshah,2,6,0,0,70,70,active,778,391,90.73
Prasanth345,0,5,10,0,70,70,active,778,391,90.73
ttanay,0,7,0,0,70,70,active,778,391,90.73
arvindp25,4,4,5,0,70,70,active,778,391,90.73
MRLab12,0,5,10,0,70,70,active,778,391,90.73
alekseiloginov,0,2,25,0,70,70,contributor,778,33,90.73
holdenk,0,7,0,0,70,70,active,778,391,90.73
robin-miller-ow,0,7,0,0,70,70,active,778,391,90.73
jj.lee,14,0,0,0,70,70,active,778,391,90.73
sdiazb,0,7,0,0,70,70,active,778,391,90.73
imroc,0,7,0,0,70,70,active,778,391,90.73
exploy,0,7,0,0,70,70,active,778,391,90.73
cloneluke,0,7,0,0,70,70,active,778,391,90.73
antonimaciej,0,7,0,0,70,70,active,778,391,90.73
illop,0,7,0,0,70,70,active,778,391,90.73
kik-kik,2,6,0,0,70,70,active,778,391,90.73
Kevin Yuen,14,0,0,0,70,70,active,778,391,90.73
TheF1rstPancake,0,7,0,0,70,70,active,778,391,90.73
berislavlopac,0,7,0,0,70,70,active,778,391,90.73
morrme,4,4,5,0,70,70,active,778,391,90.73
chaimt,0,7,0,0,70,70,active,778,391,90.73
Shlomit-B,3,4,7,0,69,69,active,808,420,90.54
Sinsin1367,1,6,2,0,69,69,active,808,420,90.54
dbarrundiag,0,3,19,0,68,68,contributor,810,34,90.48
ipeluffo,0,6,4,0,68,68,active,810,422,90.48
stuart23,0,6,4,0,68,68,active,810,422,90.48
dinigo,0,6,4,0,68,68,active,810,422,90.48
ciancolo,0,5,9,0,68,68,active,810,422,90.48
starone99,0,4,14,0,68,68,contributor,810,34,90.48
OyinOlamide,0,6,4,0,68,68,active,810,422,90.48
KKcorps,0,5,9,0,68,68,active,810,422,90.48
curiousjazz77,1,6,1,0,67,67,active,818,428,90.42
davidfgcorreia,3,4,6,0,67,67,active,818,428,90.42
yimingpeng,0,5,8,0,66,66,active,820,430,90.34
thejens,0,3,18,0,66,66,contributor,820,36,90.34
maxnathaniel,0,5,8,0,66,66,active,820,430,90.34
tswast,0,6,3,0,66,66,active,820,430,90.34
szczeles,0,6,3,0,66,66,active,820,430,90.34
ImpressionableRaccoon,0,6,3,0,66,66,active,820,430,90.34
ivan-afonichkin,0,6,3,0,66,66,active,820,430,90.34
ulsc,0,3,18,0,66,66,contributor,820,36,90.34
amolsr,0,6,3,0,66,66,active,820,430,90.34
phstudy,0,5,8,0,66,66,active,820,430,90.34
lokeshlal,0,5,8,0,66,66,active,820,430,90.34
caddac,0,5,8,0,66,66,active,820,430,90.34
viiccwen,0,4,13,0,66,66,contributor,820,36,90.34
Hossein Torabi,13,0,0,0,65,65,active,833,440,90.17
Griffin Qiu,13,0,0,0,65,65,active,833,440,90.17
Igor Khrol,13,0,0,0,65,65,active,833,440,90.17
Jeongwoo Do,13,0,0,0,65,65,active,833,440,90.17
Jason,13,0,0,0,65,65,active,833,440,90.17
Verdan Mahmood,13,0,0,0,65,65,active,833,440,90.17
Karen Braganza,13,0,0,0,65,65,active,833,440,90.17
ron819,3,5,0,0,65,65,active,833,440,90.17
Tanel Kiis,13,0,0,0,65,65,active,833,440,90.17
suhail-zemoso,1,6,0,0,65,65,active,833,440,90.17
wongwill86,7,3,0,0,65,65,active,833,440,90.17
Zach Liu,13,0,0,0,65,65,active,833,440,90.17
antonlin1,3,5,0,0,65,65,active,833,440,90.17
Daniel van der Ende,13,0,0,0,65,65,active,833,440,90.17
thibault ketterer,13,0,0,0,65,65,active,833,440,90.17
Cedrik Neumann,13,0,0,0,65,65,active,833,440,90.17
GuzikJakub,0,6,2,0,64,64,active,849,456,89.95
agupta01,0,3,17,0,64,64,contributor,849,39,89.95
Abhishekmishra2808,0,6,2,0,64,64,active,849,456,89.95
Adityamalik123,0,5,7,0,64,64,active,849,456,89.95
noeunkim,0,4,12,0,64,64,contributor,849,39,89.95
stegololz,0,3,17,0,64,64,contributor,849,39,89.95
morooshka,2,2,17,0,64,64,contributor,849,39,89.95
rchojn,0,5,7,0,64,64,active,849,456,89.95
yk5,0,6,2,0,64,64,active,849,456,89.95
mrichman,0,2,22,0,64,64,contributor,849,39,89.95
luyangliuable,0,5,7,0,64,64,active,849,456,89.95
wanlce,0,5,7,0,64,64,active,849,456,89.95
SaumilPatel03,0,6,2,0,64,64,active,849,456,89.95
nullhack,0,5,7,0,64,64,active,849,456,89.95
aaronfowles,0,6,2,0,64,64,active,849,456,89.95
chrismclennon,0,6,2,0,64,64,active,849,456,89.95
Seokyun-Ha,0,3,17,0,64,64,contributor,849,39,89.95
aeroyorch,0,6,2,0,64,64,active,849,456,89.95
freget,2,4,7,0,64,64,active,849,456,89.95
peloyeje,0,5,7,0,64,64,active,849,456,89.95
doiken,3,4,4,0,63,63,active,869,470,89.83
baryluk,0,4,11,0,62,62,contributor,870,45,89.74
zuku1985,4,4,1,0,62,62,active,870,471,89.74
rossturk,0,4,11,0,62,62,contributor,870,45,89.74
tanjinP,0,4,11,0,62,62,contributor,870,45,89.74
msb217,0,4,11,0,62,62,contributor,870,45,89.74
uncletoxa,0,5,6,0,62,62,active,870,471,89.74
petedejoy,0,5,6,0,62,62,active,870,471,89.74
ajbosco,0,6,1,0,62,62,active,870,471,89.74
alizmhdi,0,6,1,0,62,62,active,870,471,89.74
h5chauhan,0,6,1,0,62,62,active,870,471,89.74
repl-chris,0,4,11,0,62,62,contributor,870,45,89.74
ddelange,0,5,6,0,62,62,active,870,471,89.74
aditya0yadav,0,6,1,0,62,62,active,870,471,89.74
ArshiaZr,0,3,16,0,62,62,contributor,870,45,89.74
hubert-pietron,3,4,3,0,61,61,active,884,479,89.64
TakawaAkirayo,1,2,18,0,61,61,contributor,884,51,89.64
guptarohit,0,4,3,5,61,61,contributor,884,51,89.64
jeffkpayne,0,6,0,0,60,60,active,887,480,89.32
alexchen8,0,6,0,0,60,60,active,887,480,89.32
aliceabe,2,5,0,0,60,60,active,887,480,89.32
aarochuk,0,6,0,0,60,60,active,887,480,89.32
alamashir,0,6,0,0,60,60,active,887,480,89.32
boittega,0,4,10,0,60,60,contributor,887,53,89.32
tuanchris,0,6,0,0,60,60,active,887,480,89.32
rodrigc,0,6,0,0,60,60,active,887,480,89.32
xuganyu96,0,4,10,0,60,60,contributor,887,53,89.32
phanindhra876,0,6,0,0,60,60,active,887,480,89.32
sann3,0,6,0,0,60,60,active,887,480,89.32
troychen728,0,6,0,0,60,60,active,887,480,89.32
khyurri,0,5,5,0,60,60,active,887,480,89.32
Josef Šimánek,12,0,0,0,60,60,active,887,480,89.32
aminghadersohi,0,6,0,0,60,60,active,887,480,89.32
jonathanshir,0,3,15,0,60,60,contributor,887,53,89.32
thibault-ketterer,0,6,0,0,60,60,active,887,480,89.32
ArgentFalcon,0,6,0,0,60,60,active,887,480,89.32
yangaws,4,4,0,0,60,60,active,887,480,89.32
chronitis,0,6,0,0,60,60,active,887,480,89.32
ivica-k,0,2,20,0,60,60,contributor,887,53,89.32
jstern,0,3,15,0,60,60,contributor,887,53,89.32
zikun,12,0,0,0,60,60,active,887,480,89.32
kppullin,0,6,0,0,60,60,active,887,480,89.32
jhsenjaliya,0,6,0,0,60,60,active,887,480,89.32
Mustafa Gök,12,0,0,0,60,60,active,887,480,89.32
mykola-shyshov,0,5,5,0,60,60,active,887,480,89.32
zeroam,0,5,5,0,60,60,active,887,480,89.32
soltanianalytics,0,5,5,0,60,60,active,887,480,89.32
Srabasti Banerjee,12,0,0,0,60,60,active,887,480,89.32
TrevorEdwards,0,6,0,0,60,60,active,887,480,89.32
Alex Begg,12,0,0,0,60,60,active,887,480,89.32
Vijayasarathi Balasubramanian,12,0,0,0,60,60,active,887,480,89.32
Sangarshanan,0,4,10,0,60,60,contributor,887,53,89.32
danielhoherd,0,5,5,0,60,60,active,887,480,89.32
syvineckruyk,0,6,0,0,60,60,active,887,480,89.32
ramandumcs,0,6,0,0,60,60,active,887,480,89.32
johnslavik,0,4,10,0,60,60,contributor,887,53,89.32
anirudhbagri,0,6,0,0,60,60,active,887,480,89.32
Seltsamsel,0,5,5,0,60,60,active,887,480,89.32
VVildVVolf,0,5,5,0,60,60,active,887,480,89.32
nwalens,0,2,20,0,60,60,contributor,887,53,89.32
paolo-moriello,0,4,10,0,60,60,contributor,887,53,89.32
ubermen,2,5,0,0,60,60,active,887,480,89.32
Justin Pakzad,12,0,0,0,60,60,active,887,480,89.32
alealandreev,0,6,0,0,60,60,active,887,480,89.32
fenglu-g,12,0,0,0,60,60,active,887,480,89.32
Sean Ghaeli,12,0,0,0,60,60,active,887,480,89.32
Rustix69,0,6,0,0,60,60,active,887,480,89.32
